episode,reward,policy_loss,value_loss
0,-25995.03639228048,-0.3881295919418335,237112448.0
1,-25184.046265963458,-1.1806318759918213,233067552.0
2,-30922.7615959516,-1.0187451839447021,477090240.0
3,-32632.976971745535,0.47294700145721436,478455392.0
4,-21954.513928709042,-0.19574424624443054,135419360.0
5,-20248.591562754264,0.10172079503536224,156297376.0
6,-15341.891036996178,0.5236332416534424,82326912.0
7,-38968.68500321853,-0.6288333535194397,673177472.0
8,-26019.59586214407,0.8722351789474487,249931648.0
9,-43557.81545149843,-0.7317304611206055,927864000.0
10,-41288.578707076806,2.918882369995117,751142272.0
11,-11340.986707445285,-4.641858100891113,30519274.0
12,-22348.33266461751,-0.665221095085144,148309696.0
13,-26424.410950261485,-2.03013277053833,185990064.0
14,-37744.81065042474,-0.44769030809402466,659739456.0
15,-10218.27254426053,0.07398772239685059,19640476.0
16,-34812.315428488866,0.8457260131835938,561998464.0
17,-15444.666471404906,-0.16617965698242188,65101512.0
18,-32354.74384378104,1.8913031816482544,470757824.0
19,-43098.645322936754,-0.949060320854187,881712640.0
20,-20419.573344120956,0.8985675573348999,137847968.0
21,-22018.942436918616,0.8117936849594116,151199488.0
22,-32685.838487130324,-2.027229070663452,489656640.0
23,-11755.008494290007,-3.8357033729553223,25017246.0
24,-45201.61022346889,1.9180039167404175,914372224.0
25,-28914.610047540213,-1.5246126651763916,295564768.0
26,-22053.435867646902,-0.852407693862915,171665328.0
27,-12415.37499091541,-1.8836995363235474,37495048.0
28,-20115.620094682243,-0.8554097414016724,119012032.0
29,-12179.438114227372,-2.491818904876709,35584260.0
30,-25704.166121449063,3.7938878536224365,209161520.0
31,-47136.181504697146,1.0165746212005615,1002602688.0
32,-28661.354648700508,-0.20830821990966797,306430016.0
33,-42567.29566280934,0.7413269281387329,818858176.0
34,-22891.572108556265,-0.34403932094573975,167995664.0
35,-15124.973984941955,-2.9024856090545654,59481272.0
36,-30322.172652909656,3.587852716445923,425244064.0
37,-42813.857406844734,2.7386889457702637,830398336.0
38,-13655.533251783027,0.1522308588027954,39352924.0
39,-42140.987825637,0.23572075366973877,812574400.0
40,-44847.60435476974,0.2436431646347046,901874368.0
41,-41251.766562230805,1.5230002403259277,765180288.0
42,-24227.926368216245,0.14032316207885742,179973088.0
43,-18220.492375562913,-0.41918981075286865,130730728.0
44,-16749.6651154635,0.015206575393676758,65288192.0
45,-31658.936245770466,-0.5145726203918457,449134784.0
46,-42502.71151391059,-0.9120907783508301,840023360.0
47,-24086.763857962545,0.9928420782089233,177204320.0
48,-44305.90941324709,2.009338617324829,900724032.0
49,-12090.08526365236,0.5557223558425903,27091644.0
