episode,reward,policy_loss,value_loss
0,-45154.821327329955,-0.23911190032958984,949698752.0
1,-9290.49164325516,-0.9113036394119263,18878710.0
2,-32723.791823572647,0.07396748661994934,524551488.0
3,-33828.89336601116,-1.0409343242645264,524532576.0
4,-42236.776468404365,1.7194650173187256,824380992.0
5,-24230.221300443136,1.9295060634613037,189684304.0
6,-22973.64188085601,-0.12926709651947021,160518560.0
7,-22761.760071548124,1.4799158573150635,172266272.0
8,-28400.582626712738,1.513363242149353,274133632.0
9,-10047.572852944995,0.23133444786071777,23303376.0
10,-25408.84356789299,-0.8844084739685059,199933600.0
11,-42675.611150782934,-0.5249756574630737,874855040.0
12,-42686.50404290378,-0.5307521820068359,908883968.0
13,-10772.271220541055,0.11705201864242554,21467866.0
14,-30804.927394398786,0.11607548594474792,427774400.0
15,-22556.28133437428,-0.42354297637939453,159539168.0
16,-11412.584968337676,0.4896082878112793,24973108.0
17,-33767.69180333466,-0.11682064831256866,534385856.0
18,-11810.762755280246,2.1398119926452637,28245190.0
19,-24147.1887178026,-0.017696499824523926,174425120.0
20,-24380.242666702405,1.096989393234253,184867984.0
21,-25308.999196745906,1.3641319274902344,199324640.0
22,-24113.18940877328,0.4062323570251465,185151856.0
23,-47128.901245682086,-0.6433084011077881,997890048.0
24,-25027.524370904255,0.49685657024383545,194394656.0
25,-23471.474717711444,1.5059598684310913,170482272.0
26,-14370.799064786092,1.7587956190109253,44911816.0
27,-11839.807143520984,0.15254592895507812,27887764.0
28,-43503.07824802903,0.3672987222671509,849278848.0
29,-24453.055129686047,0.5179455280303955,182380832.0
30,-45082.29027560479,1.0119022130966187,955582144.0
31,-45005.97531255896,0.2513010501861572,929113920.0
32,-45041.83583789101,-2.27270245552063,854937216.0
33,-31172.452069482875,-1.275924563407898,440474720.0
34,-11574.607453086426,1.2595489025115967,26040122.0
35,-43017.84168978071,0.941557765007019,863699968.0
36,-42185.917815103545,-0.7380833625793457,813305792.0
37,-11335.324154950107,0.776749849319458,31168964.0
38,-41115.85383582728,1.3568620681762695,783999936.0
39,-24586.406966095037,0.40931594371795654,193187296.0
40,-41163.66573539302,-0.7105391025543213,786984192.0
41,-46079.55926569928,1.3295366764068604,986976384.0
42,-12073.707680486303,-0.5891340970993042,31036468.0
43,-40154.743095821104,-0.987410306930542,672080896.0
44,-44393.228925237294,0.29337066411972046,931639680.0
45,-20545.649208795225,0.9895285367965698,152236624.0
46,-23074.420437676567,-0.5760843753814697,168208336.0
47,-13444.860244862546,-0.510068416595459,51192096.0
48,-21746.40581830067,0.5872256755828857,141694304.0
49,-32351.303421900975,-0.5933550596237183,478893248.0
