episode,reward,policy_loss,value_loss
0,-44062.97537913389,-0.004899859428405762,883373376.0
1,-22052.61195288936,-0.03838205337524414,146394720.0
2,-32549.75501075991,0.8004974722862244,439558240.0
3,-22028.779335898114,-0.9503680467605591,151404512.0
4,-39805.53273370536,0.705285370349884,729348992.0
5,-13073.925438235023,-0.2865413427352905,27330444.0
6,-41526.5824746341,-0.3957502841949463,823161024.0
7,-44375.954897145806,0.4411097764968872,919628928.0
8,-37949.38456259232,-1.1735787391662598,620521536.0
9,-26043.794179466047,1.1891663074493408,220970416.0
10,-47844.86533806146,-0.3812981843948364,1037020032.0
11,-17712.872047139135,2.8386526107788086,100310896.0
12,-25617.628714125414,-0.3235173225402832,231792256.0
13,-11638.166445387287,-2.3736209869384766,25510318.0
14,-40502.74918932924,0.17025971412658691,741037184.0
15,-31018.063981506046,1.1439154148101807,447696320.0
16,-33321.977578997576,-2.00770902633667,472546752.0
17,-40814.87005014913,-1.1896017789840698,780701824.0
18,-11238.16222867762,-0.8300997018814087,24368412.0
19,-19877.5512978966,-1.2134747505187988,114275368.0
20,-40963.77875654811,0.20645761489868164,808111936.0
21,-22706.823441762317,1.0510780811309814,156449504.0
22,-28804.287251287467,1.4109904766082764,428759008.0
23,-44234.02897333201,4.0889506340026855,932657472.0
24,-22856.047295565055,0.16055619716644287,158012416.0
25,-35044.76271133922,-0.9317620992660522,551257536.0
26,-21358.24330432024,-0.34058332443237305,146396608.0
27,-11062.264688444788,-2.4123048782348633,23761068.0
28,-28445.52601779303,-0.010527849197387695,289916672.0
29,-27423.140746142457,-0.5471340417861938,324924608.0
30,-30147.420495539165,1.6597799062728882,477811616.0
31,-22795.859829009318,-0.8207389116287231,159264528.0
32,-25191.6442400237,0.1998821496963501,210604544.0
33,-30285.836875876277,-0.23587673902511597,438921312.0
34,-42446.458298726495,-1.7631504535675049,773003904.0
35,-33498.92029648912,-2.285449981689453,473682080.0
36,-23107.506517362053,3.3087403774261475,170077232.0
37,-31406.056336001617,-2.8741259574890137,466754464.0
38,-30477.964669487676,-1.601561188697815,420841984.0
39,-40099.437140707625,-1.201549768447876,746297152.0
40,-24143.756136396823,1.714672565460205,185443152.0
41,-40258.62634986792,-1.5334851741790771,722951424.0
42,-40946.65095948195,-1.0656650066375732,789553088.0
43,-11093.208905373158,0.4582791328430176,28295260.0
44,-10881.748366894184,0.865332841873169,22318172.0
45,-39708.26704538327,0.7581102252006531,792765312.0
46,-21909.90547464208,1.3624911308288574,149572240.0
47,-31229.550585789744,1.19920814037323,491049056.0
48,-11381.615401652107,-0.8620085716247559,25694098.0
49,-23504.54142890848,-0.23150300979614258,177461952.0
