episode,reward,policy_loss,value_loss
0,-39648.76792578348,0.8670578598976135,698451200.0
1,-29324.3041093468,0.10931338369846344,389988384.0
2,-11445.561662180788,0.273185133934021,27325846.0
3,-22625.77564519355,0.2967050075531006,188896224.0
4,-31664.69988859764,1.3132398128509521,488525760.0
5,-32639.26847661235,0.43388456106185913,450470720.0
6,-23149.81110164301,-0.23656940460205078,167869984.0
7,-41258.97770610153,0.6477084159851074,769939008.0
8,-41703.85243195873,1.403401494026184,805029504.0
9,-24174.073642845837,-1.3495336771011353,155283584.0
10,-21104.48088504265,0.5147545337677002,131810904.0
11,-44616.50362284287,-0.6318181753158569,923799744.0
12,-32271.458472073493,-1.1404705047607422,497481728.0
13,-36710.524024989194,-0.4100368022918701,651957504.0
14,-14923.637837741608,-0.6158934831619263,42523716.0
15,-35723.67830690035,-1.0292794704437256,557940096.0
16,-42909.56909249886,-0.6879938840866089,839932864.0
17,-23271.58573448914,0.9647213220596313,169308768.0
18,-31608.26080786069,1.01645028591156,466527232.0
19,-42210.39332526393,-0.4019150733947754,812315008.0
20,-30537.610939995586,-0.5911086797714233,434521664.0
21,-30078.77405114647,-0.6305928230285645,443451904.0
22,-22516.607974979026,0.551150918006897,155358752.0
23,-41354.479431269916,0.28497302532196045,777565184.0
24,-10518.335922579472,0.8475487232208252,21685786.0
25,-29210.28927291644,0.7566667795181274,370727616.0
26,-24534.924965252176,2.116860866546631,221298000.0
27,-22656.614343873123,0.4787060022354126,171001280.0
28,-42598.564207450676,0.42775142192840576,822855040.0
29,-14008.718802654184,0.05086708068847656,45065572.0
30,-23063.562291681672,-0.5297296047210693,164776608.0
31,-20398.838543448353,-0.3160383701324463,119830272.0
32,-10882.861696638043,-1.149385690689087,21965936.0
33,-14150.267759444589,-0.9045509696006775,45877272.0
34,-15923.001393016582,0.2425529956817627,70819904.0
35,-22882.829955645157,0.779529333114624,205852672.0
36,-25339.74555217968,-1.7397868633270264,201871408.0
37,-12320.132229351842,-0.030367374420166016,33664240.0
38,-19519.745318222656,-1.3948369026184082,140002352.0
39,-11486.627478822811,-0.09999024868011475,27877002.0
40,-28291.267086412357,-0.7681435346603394,349208416.0
41,-37156.37685324667,-1.6389403343200684,495921312.0
42,-10670.832391503804,-1.9077030420303345,22241434.0
43,-24355.408023874188,-1.5372182130813599,189911200.0
44,-28744.39704069216,0.3913315534591675,187609056.0
45,-28001.411249037876,1.2607197761535645,365896448.0
46,-32552.18028315549,-1.197726845741272,526836640.0
47,-23957.839145665137,0.21765482425689697,180269248.0
48,-40987.399877531454,-0.45276427268981934,805244288.0
49,-42500.907640843674,-2.2650747299194336,862861504.0
50,-44344.30053115093,0.302901029586792,812002944.0
51,-41400.32222878886,0.6743128895759583,759209280.0
52,-36896.44537724234,1.818861961364746,704823872.0
53,-20503.744314775035,0.2721903324127197,126434072.0
54,-37087.97681472925,1.2378103733062744,660775872.0
55,-27287.281561287018,-2.5063376426696777,312730688.0
56,-25585.632283897765,-3.597407817840576,250323104.0
57,-12968.634066709243,-1.1446248292922974,39480372.0
58,-50551.46743921006,0.5894005298614502,715481216.0
59,-31013.292326183648,1.2934741973876953,442932064.0
60,-41646.591292227116,-0.4908398389816284,766733952.0
61,-38367.218100918784,2.176173210144043,690147712.0
62,-20922.373597894195,-2.191077709197998,139356048.0
63,-26212.583640940567,-0.46438658237457275,320747712.0
64,-9690.328270215858,0.9091783761978149,18620436.0
65,-25531.029216291372,0.914024829864502,226384800.0
66,-27760.29734365422,-0.053794145584106445,354152128.0
